member_id,days_since_last_checkin,momentum_drop,purchase_drop,pending_cancel_flag,score,band
126,32,0.0,0.0,0.0,18.7,GREEN
127,21,0.6666666666666666,0.0,0.0,32.2,GREEN
128,23,0.0,0.0,0.0,13.4,GREEN
129,25,0.0,0.0,0.0,14.6,GREEN
130,25,0.0,0.0,0.0,14.6,GREEN
131,22,0.0,0.0,0.0,12.8,GREEN
132,24,0.0,0.0,0.0,14.0,GREEN
133,43,0.0,0.0,0.0,25.1,GREEN
134,22,0.0,0.0,0.0,12.8,GREEN
135,22,0.0,0.0,0.0,12.8,GREEN
136,30,0.0,0.0,0.0,17.5,GREEN
137,25,0.0,0.0,0.0,14.6,GREEN
138,24,0.0,0.0,0.0,14.0,GREEN
139,26,0.0,0.0,0.0,15.2,GREEN
140,21,0.0,0.0,0.0,12.2,GREEN
141,24,0.0,0.0,0.0,14.0,GREEN
142,30,0.0,0.0,0.0,17.5,GREEN
143,21,0.8571428571428571,0.0,0.0,38.0,GREEN
144,25,0.0,0.0,0.0,14.6,GREEN
145,25,0.0,0.0,0.0,14.6,GREEN
146,26,0.0,0.0,0.0,15.2,GREEN
147,22,0.0,0.0,0.0,12.8,GREEN
148,24,0.0,0.0,0.0,14.0,GREEN
149,30,0.0,0.0,0.0,17.5,GREEN
150,21,0.8,0.0,0.0,36.2,GREEN
151,23,0.0,0.0,0.0,13.4,GREEN
152,25,0.0,0.0,0.0,14.6,GREEN
153,34,0.0,0.0,0.0,19.8,GREEN
154,27,0.0,0.0,0.0,15.8,GREEN
155,25,0.0,0.0,0.0,14.6,GREEN
156,23,0.0,0.0,0.0,13.4,GREEN
157,25,0.0,0.0,0.0,14.6,GREEN
158,21,0.8,0.0,0.0,36.2,GREEN
159,27,0.0,0.0,0.0,15.8,GREEN
160,21,0.0,0.0,0.0,12.2,GREEN
161,25,0.0,0.0,0.0,14.6,GREEN
162,21,0.8571428571428571,0.0,0.0,38.0,GREEN
163,22,0.0,0.0,0.0,12.8,GREEN
164,32,0.0,0.0,0.0,18.7,GREEN
165,21,0.8333333333333334,0.0,0.0,37.2,GREEN
166,21,0.8571428571428571,0.0,0.0,38.0,GREEN
167,23,0.0,0.0,0.0,13.4,GREEN
168,22,0.0,0.0,0.0,12.8,GREEN
169,23,0.0,0.0,0.0,13.4,GREEN
170,21,0.6666666666666666,0.0,0.0,32.2,GREEN
171,33,0.0,0.0,0.0,19.2,GREEN
172,23,0.0,0.0,0.0,13.4,GREEN
173,28,0.0,0.0,0.0,16.3,GREEN
174,21,0.5,0.0,0.0,27.2,GREEN
175,24,0.0,0.0,0.0,14.0,GREEN
176,26,0.0,0.0,0.0,15.2,GREEN
177,23,0.0,0.0,0.0,13.4,GREEN
178,29,0.0,0.0,0.0,16.9,GREEN
179,22,0.0,0.0,0.0,12.8,GREEN
180,21,0.8333333333333334,0.0,0.0,37.2,GREEN
181,21,0.75,0.0,0.0,34.8,GREEN
182,21,0.8333333333333334,0.0,0.0,37.2,GREEN
183,27,0.0,0.0,0.0,15.8,GREEN
184,21,0.8,0.0,0.0,36.2,GREEN
185,21,0.875,0.0,0.0,38.5,GREEN
186,33,0.0,0.0,0.0,19.2,GREEN
187,22,0.0,0.0,0.0,12.8,GREEN
188,22,0.0,0.0,0.0,12.8,GREEN
189,22,0.0,0.0,0.0,12.8,GREEN
190,27,0.0,0.0,0.0,15.8,GREEN
191,22,0.0,0.0,0.0,12.8,GREEN
192,22,0.0,0.0,0.0,12.8,GREEN
193,22,0.0,0.0,0.0,12.8,GREEN
194,21,0.8571428571428571,0.0,0.0,38.0,GREEN
195,29,0.0,0.0,0.0,16.9,GREEN
196,27,0.0,0.0,0.0,15.8,GREEN
197,26,0.0,0.0,0.0,15.2,GREEN
198,36,0.0,0.0,0.0,21.0,GREEN
199,24,0.0,0.0,0.0,14.0,GREEN
200,21,0.75,0.0,0.0,34.8,GREEN
201,23,0.0,0.0,0.0,13.4,GREEN
202,24,0.0,0.0,0.0,14.0,GREEN
203,23,0.0,0.0,0.0,13.4,GREEN
204,28,0.0,0.0,0.0,16.3,GREEN
205,23,0.0,0.0,0.0,13.4,GREEN
206,21,0.8888888888888888,0.0,0.0,38.9,GREEN
207,24,0.0,0.0,0.0,14.0,GREEN
208,26,0.0,0.0,0.0,15.2,GREEN
209,27,0.0,0.0,0.0,15.8,GREEN
210,22,0.0,0.0,0.0,12.8,GREEN
211,21,0.5,0.0,0.0,27.2,GREEN
212,23,0.0,0.0,0.0,13.4,GREEN
213,23,0.0,0.0,0.0,13.4,GREEN
214,34,0.0,0.0,0.0,19.8,GREEN
215,26,0.0,0.0,0.0,15.2,GREEN
216,25,0.0,0.0,0.0,14.6,GREEN
217,29,0.0,0.0,0.0,16.9,GREEN
218,21,0.75,0.0,0.0,34.8,GREEN
219,36,0.0,0.0,0.0,21.0,GREEN
220,24,0.0,0.0,0.0,14.0,GREEN
221,39,0.0,0.0,0.0,22.7,GREEN
222,26,0.0,0.0,0.0,15.2,GREEN
223,25,0.0,0.0,0.0,14.6,GREEN
224,30,0.0,0.0,0.0,17.5,GREEN
225,39,0.0,0.0,0.0,22.7,GREEN
226,39,0.0,0.0,0.0,22.7,GREEN
227,30,0.0,0.0,0.0,17.5,GREEN
228,29,0.0,0.0,0.0,16.9,GREEN
229,21,0.5,0.0,0.0,27.2,GREEN
230,26,0.0,0.0,0.0,15.2,GREEN
231,22,0.0,0.0,0.0,12.8,GREEN
232,28,0.0,0.0,0.0,16.3,GREEN
233,23,0.0,0.0,0.0,13.4,GREEN
234,32,0.0,0.0,0.0,18.7,GREEN
235,21,0.8888888888888888,0.0,0.0,38.9,GREEN
236,22,0.0,0.0,0.0,12.8,GREEN
237,21,0.9,0.0,0.0,39.2,GREEN
238,25,0.0,0.0,0.0,14.6,GREEN
239,38,0.0,0.0,0.0,22.2,GREEN
240,22,0.0,0.0,0.0,12.8,GREEN
241,23,0.0,0.0,0.0,13.4,GREEN
242,33,0.0,0.0,0.0,19.2,GREEN
243,21,0.0,0.0,0.0,12.2,GREEN
244,30,0.0,0.0,0.0,17.5,GREEN
245,24,0.0,0.0,0.0,14.0,GREEN
246,22,0.0,0.0,0.0,12.8,GREEN
247,25,0.0,0.0,0.0,14.6,GREEN
248,23,0.0,0.0,0.0,13.4,GREEN
249,23,0.0,0.0,0.0,13.4,GREEN
250,21,0.6666666666666666,0.0,0.0,32.2,GREEN
251,25,0.0,0.0,0.0,14.6,GREEN
252,22,0.0,0.0,0.0,12.8,GREEN
253,26,0.0,0.0,0.0,15.2,GREEN
254,27,0.0,0.0,0.0,15.8,GREEN
255,29,0.0,0.0,0.0,16.9,GREEN
256,21,0.8333333333333334,0.0,0.0,37.2,GREEN
257,21,0.0,0.0,0.0,12.2,GREEN
258,25,0.0,0.0,0.0,14.6,GREEN
259,25,0.0,0.0,0.0,14.6,GREEN
260,22,0.0,0.0,0.0,12.8,GREEN
261,22,0.0,0.0,0.0,12.8,GREEN
262,25,0.0,0.0,0.0,14.6,GREEN
263,21,0.6666666666666666,0.0,0.0,32.2,GREEN
264,22,0.0,0.0,0.0,12.8,GREEN
265,29,0.0,0.0,0.0,16.9,GREEN
266,24,0.0,0.0,0.0,14.0,GREEN
267,21,0.6666666666666666,0.0,0.0,32.2,GREEN
268,23,0.0,0.0,0.0,13.4,GREEN
269,25,0.0,0.0,0.0,14.6,GREEN
270,41,0.0,0.0,0.0,23.9,GREEN
271,23,0.0,0.0,0.0,13.4,GREEN
272,24,0.0,0.0,0.0,14.0,GREEN
273,21,0.0,0.0,0.0,12.2,GREEN
274,27,0.0,0.0,0.0,15.8,GREEN
275,22,0.0,0.0,0.0,12.8,GREEN
276,28,0.0,0.0,0.0,16.3,GREEN
277,26,0.0,0.0,0.0,15.2,GREEN
278,22,0.0,0.0,0.0,12.8,GREEN
279,22,0.0,0.0,0.0,12.8,GREEN
280,28,0.0,0.0,0.0,16.3,GREEN
281,22,0.0,0.0,0.0,12.8,GREEN
282,27,0.0,0.0,0.0,15.8,GREEN
283,33,0.0,0.0,0.0,19.2,GREEN
284,30,0.0,0.0,0.0,17.5,GREEN
285,36,0.0,0.0,0.0,21.0,GREEN
286,29,0.0,0.0,0.0,16.9,GREEN
287,22,0.0,0.0,0.0,12.8,GREEN
288,21,0.6666666666666666,0.0,0.0,32.2,GREEN
289,33,0.0,0.0,0.0,19.2,GREEN
290,30,0.0,0.0,0.0,17.5,GREEN
291,27,0.0,0.0,0.0,15.8,GREEN
292,22,0.0,0.0,0.0,12.8,GREEN
293,22,0.0,0.0,0.0,12.8,GREEN
294,26,0.0,0.0,0.0,15.2,GREEN
295,25,0.0,0.0,0.0,14.6,GREEN
296,28,0.0,0.0,0.0,16.3,GREEN
297,21,0.8333333333333334,0.0,0.0,37.2,GREEN
298,22,0.0,0.0,0.0,12.8,GREEN
299,23,0.0,0.0,0.0,13.4,GREEN
300,25,0.0,0.0,0.0,14.6,GREEN
